speaker_id,dialogue_count,average_sentiment,entities,count
u11,42,-0.017195238095238093,[],28
u11,42,-0.017195238095238093,"[('Sarah Lawrence', 'PERSON')]",2
u11,42,-0.017195238095238093,"[('0', 'CARDINAL')]",1
u11,42,-0.017195238095238093,"[('Bianca', 'ORG'), ('years', 'DATE'), ('Sarah Lawrence', 'PERSON')]",1
u11,42,-0.017195238095238093,"[('Bianca', 'ORG')]",1
u110,39,0.03130769230769231,[],35
u110,39,0.03130769230769231,"[('Bob', 'PERSON')]",1
u110,39,0.03130769230769231,"[('FBI', 'ORG'), ('Mary', 'PERSON')]",1
u110,39,0.03130769230769231,"[('Neil', 'PERSON'), ('Neil Cole', 'PERSON')]",1
u110,39,0.03130769230769231,"[('months', 'DATE'), ('One night', 'TIME'), ('the next morning', 'TIME')]",1
u111,6,0.1746,[],5
u111,6,0.1746,"[('Mary', 'PERSON')]",1
u112,3,0.10623333333333335,[],2
u112,3,0.10623333333333335,"[('Welles', 'PERSON')]",1
u113,5,0.41525999999999996,[],3
u113,5,0.41525999999999996,"[('MasterCard', 'ORG'), ('American Express', 'ORG')]",1
u113,5,0.41525999999999996,"[('first', 'ORDINAL')]",1
u114,270,0.025434074074074074,[],207
u114,270,0.025434074074074074,"[('Amy', 'PERSON')]",6
u114,270,0.025434074074074074,"[('Christian', 'PERSON')]",3
u114,270,0.025434074074074074,"[('Mary Anne Mathews', 'PERSON')]",2
u114,270,0.025434074074074074,"[('one', 'CARDINAL')]",2
u115,54,-0.007088888888888887,[],36
u115,54,-0.007088888888888887,"[('Debbie', 'ORG')]",3
u115,54,-0.007088888888888887,"[('Sheila', 'PERSON')]",3
u115,54,-0.007088888888888887,"[('Freddy', 'PERSON')]",2
u115,54,-0.007088888888888887,"[('Rick', 'PERSON')]",2
u116,29,-0.0005103448275862034,[],23
u116,29,-0.0005103448275862034,"[('Freddy', 'PERSON')]",2
u116,29,-0.0005103448275862034,"[('Alice', 'PERSON')]",1
u116,29,-0.0005103448275862034,"[('Dan', 'PERSON')]",1
u116,29,-0.0005103448275862034,"[('Kristen', 'PERSON')]",1
u117,4,-0.07772499999999999,[],3
u117,4,-0.07772499999999999,"[('17-year old', 'DATE')]",1
u118,5,-0.24674000000000001,[],4
u118,5,-0.24674000000000001,"[('Honey', 'ORG')]",1
u119,22,-0.09056363636363636,[],18
u119,22,-0.09056363636363636,"[('Freddy', 'PERSON')]",2
u119,22,-0.09056363636363636,"[('Joey', 'PERSON'), ('Kincaid', 'LOC')]",1
u119,22,-0.09056363636363636,"[('two', 'CARDINAL'), ('the same day', 'DATE')]",1
u12,7,-0.14124285714285717,[],5
u12,7,-0.14124285714285717,"[('Las Minas', 'FAC')]",1
u12,7,-0.14124285714285717,"[('Spain', 'GPE'), ('Bastard', 'ORG')]",1
u120,4,0.07762499999999999,[],4
u121,31,-0.10841290322580645,[],20
u121,31,-0.10841290322580645,"[('Alice', 'PERSON')]",2
u121,31,-0.10841290322580645,"[('Freddy', 'PERSON')]",2
u121,31,-0.10841290322580645,"[('Kristen', 'PERSON')]",2
u121,31,-0.10841290322580645,"[('Earth', 'LOC'), ('Alice', 'PERSON')]",1
u122,6,-0.26635,[],4
u122,6,-0.26635,"[('Killer', 'PERSON')]",1
u122,6,-0.26635,"[('all night', 'TIME')]",1
u123,84,-0.05544642857142857,[],57
u123,84,-0.05544642857142857,"[('Krueger', 'PERSON')]",6
u123,84,-0.05544642857142857,"[('Mark', 'PERSON')]",5
u123,84,-0.05544642857142857,"[('Dan', 'PERSON')]",4
u123,84,-0.05544642857142857,"[('Jacob', 'PERSON')]",2
u124,13,-0.06168461538461538,[],11
u124,13,-0.06168461538461538,"[('Alice', 'PERSON')]",1
u124,13,-0.06168461538461538,"[('the middle of the night', 'DATE')]",1
u125,9,0.06835555555555556,[],7
u125,9,0.06835555555555556,"[('Love', 'WORK_OF_ART')]",1
u125,9,0.06835555555555556,"[('Paris', 'GPE'), ('helluva', 'GPE'), ('summer', 'DATE')]",1
u126,12,-0.11555833333333332,[],8
u126,12,-0.11555833333333332,"[('Alice', 'PERSON'), ('first', 'ORDINAL')]",1
u126,12,-0.11555833333333332,"[('Alice', 'PERSON')]",1
u126,12,-0.11555833333333332,"[('Nah', 'PERSON'), ('tomorrow', 'DATE')]",1
u126,12,-0.11555833333333332,"[('gore', 'PERSON')]",1
u127,13,-0.15491538461538462,[],13
u128,35,-0.05013714285714285,[],22
u128,35,-0.05013714285714285,"[('Krueger', 'PERSON')]",2
u128,35,-0.05013714285714285,"[('Dan', 'PERSON'), ('Alice', 'PERSON'), ('Yvonne', 'PERSON')]",1
u128,35,-0.05013714285714285,"[('Fred Krueger', 'PERSON')]",1
u128,35,-0.05013714285714285,"[('Greta', 'PERSON'), ('today', 'DATE')]",1
u129,5,0.1696,[],4
u129,5,0.1696,"[('Alice', 'PERSON')]",1
u13,13,-0.025569230769230768,[],6
u13,13,-0.025569230769230768,"[('Asia', 'LOC')]",2
u13,13,-0.025569230769230768,"[('Don Colon', 'PERSON'), ('Aristotle', 'PERSON'), ('Erathostene', 'PERSON'), ('Ptolemeus', 'PERSON')]",1
u13,13,-0.025569230769230768,"[('Don Sanchez', 'PERSON')]",1
u13,13,-0.025569230769230768,"[('Earth', 'LOC'), ('22,000', 'CARDINAL')]",1
u130,35,0.034325714285714286,[],20
u130,35,0.034325714285714286,"[('Dan', 'PERSON')]",3
u130,35,0.034325714285714286,"[('Alice', 'PERSON'), ('Dan', 'PERSON')]",1
u130,35,0.034325714285714286,"[('Alice', 'PERSON'), ('Honey', 'ORG')]",1
u130,35,0.034325714285714286,"[('Alice', 'PERSON')]",1
u131,18,-0.07749444444444446,[],11
u131,18,-0.07749444444444446,"[('Holloway', 'PERSON')]",1
u131,18,-0.07749444444444446,"[('Lungfish', 'NORP')]",1
u131,18,-0.07749444444444446,"[('Paleozoic', 'ORG')]",1
u131,18,-0.07749444444444446,"[('one', 'CARDINAL')]",1
u132,34,-0.05488235294117647,[],23
u132,34,-0.05488235294117647,"[('Skipper', 'GPE')]",3
u132,34,-0.05488235294117647,"[('Carl', 'PERSON')]",1
u132,34,-0.05488235294117647,"[('Ellesmere Island', 'GPE'), ('Greenland', 'GPE'), ('One', 'CARDINAL')]",1
u132,34,-0.05488235294117647,"[('Julie', 'PERSON')]",1
u133,5,-0.25336,[],3
u133,5,-0.25336,"[('Skipper', 'GPE')]",1
u133,5,-0.25336,"[('Skipper---', 'NORP')]",1
u134,13,0.13400769230769233,[],8
u134,13,0.13400769230769233,"[('Skipper', 'GPE')]",1
u134,13,0.13400769230769233,"[('The North Pole', 'LOC'), ('Earth', 'LOC')]",1
u134,13,0.13400769230769233,"[('millions', 'CARDINAL')]",1
u134,13,0.13400769230769233,"[('one', 'CARDINAL'), ('one', 'CARDINAL')]",1
u135,74,-0.0050716216216216215,[],50
u135,74,-0.0050716216216216215,"[('Cyclops', 'ORG')]",2
u135,74,-0.0050716216216216215,"[('Neilsen', 'PERSON')]",2
u135,74,-0.0050716216216216215,"[(""Skipper Neilsen's"", 'PERSON'), ('Carl', 'PERSON'), ('Neilsen', 'PERSON'), ('Navy', 'ORG'), ('Lungfish', 'NORP')]",1
u135,74,-0.0050716216216216215,"[('Dave Old Buddy', 'PERSON'), ('Exec', 'PERSON'), ('Navigation and Firing Officer', 'ORG'), ('Dave Milburn', 'PERSON'), ('the Tiger Shark', 'PERSON')]",1
u136,10,-0.011530000000000007,[],10
u137,17,0.040129411764705886,[],11
u137,17,0.040129411764705886,"[('Cyclops', 'ORG')]",1
u137,17,0.040129411764705886,"[('Cyclops', 'PERSON')]",1
u137,17,0.040129411764705886,"[('Murmansk', 'GPE'), ('Finland', 'GPE')]",1
u137,17,0.040129411764705886,"[('one', 'CARDINAL'), ('Cyclopes', 'ORG'), ('the Sons of Heaven', 'ORG'), ('Zeus', 'PERSON')]",1
u138,41,0.05449999999999999,[],30
u138,41,0.05449999999999999,"[('Cyclops', 'ORG')]",2
u138,41,0.05449999999999999,"[('A hundred and eighty', 'CARDINAL')]",1
u138,41,0.05449999999999999,"[('Carl', 'PERSON'), ('Reef', 'ORG'), ('Shark', 'PERSON')]",1
u138,41,0.05449999999999999,"[('Griff', 'ORG')]",1
u139,13,-0.019276923076923073,[],8
u139,13,-0.019276923076923073,"[('Concord', 'GPE'), ('Mel Gordon', 'PERSON'), ('Gordon LaRiviere', 'PERSON'), ('Wade', 'PERSON'), ('364,000', 'MONEY'), ('this year', 'DATE'), ('LaRiviere', 'ORG')]",1
u139,13,-0.019276923076923073,"[('Gordon LaRiviere', 'PERSON'), ('Selectman', 'ORG'), ('year', 'DATE'), ('two', 'CARDINAL')]",1
u139,13,-0.019276923076923073,"[('Jack', 'PERSON')]",1
u139,13,-0.019276923076923073,"[('Wade', 'PERSON')]",1
u14,12,0.08136666666666667,[],12
u140,6,-0.35716666666666663,[],2
u140,6,-0.35716666666666663,"[('Chub', 'PERSON')]",1
u140,6,-0.35716666666666663,"[('Gordon', 'PERSON'), ('Wade', 'PERSON')]",1
u140,6,-0.35716666666666663,"[('LaRiviere', 'ORG'), ('A couple hundred', 'CARDINAL'), ('Wanna', 'PERSON')]",1
u140,6,-0.35716666666666663,"[('Selectman', 'ORG'), ('CB', 'ORG')]",1
u141,7,0.10424285714285715,[],4
u141,7,0.10424285714285715,"[('500', 'MONEY')]",1
u141,7,0.10424285714285715,"[('Jill', 'PERSON')]",1
u141,7,0.10424285714285715,"[('Ten or', 'CARDINAL'), ('twelve thousand dollars', 'MONEY'), ('more than twenty-five hundred', 'CARDINAL')]",1
u142,58,-0.0830155172413793,[],39
u142,58,-0.0830155172413793,"[('Twombley', 'PERSON')]",2
u142,58,-0.0830155172413793,"[(""ten o'clock"", 'TIME'), ('30', 'CARDINAL'), ('35 yards', 'QUANTITY'), ('the first four hours', 'TIME')]",1
u142,58,-0.0830155172413793,"[('100', 'MONEY')]",1
u142,58,-0.0830155172413793,"[('A half mile', 'QUANTITY')]",1
u143,45,-0.06375555555555555,[],41
u143,45,-0.06375555555555555,"[('Mommy', 'PERSON')]",3
u143,45,-0.06375555555555555,"[('tomorrow', 'DATE')]",1
u144,45,-0.07986,[],22
u144,45,-0.07986,"[('Wade', 'PERSON')]",4
u144,45,-0.07986,"[('Jack', 'PERSON')]",2
u144,45,-0.07986,"[('Mel', 'PERSON')]",2
u144,45,-0.07986,"[('29', 'CARDINAL'), ('Toby', 'ORG'), ('Lillian', 'NORP')]",1
u145,12,0.146475,[],8
u145,12,0.146475,"[('Hettie Rodgers', 'PERSON')]",1
u145,12,0.146475,"[('Jill', 'PERSON')]",1
u145,12,0.146475,"[('Lawford', 'GPE')]",1
u145,12,0.146475,"[('Wade', 'PERSON')]",1
u146,4,0.02695,[],3
u146,4,0.02695,"[('Wade', 'PERSON')]",1
u147,46,0.07537826086956521,[],29
u147,46,0.07537826086956521,"[('Jack', 'PERSON')]",3
u147,46,0.07537826086956521,"[('Jill', 'PERSON')]",2
u147,46,0.07537826086956521,"[('Wade', 'PERSON')]",2
u147,46,0.07537826086956521,"[('Jack Hewitt', 'PERSON'), ('Twombley', 'PERSON')]",1
u148,8,-0.32823749999999996,[],7
u148,8,-0.32823749999999996,"[('the day', 'DATE')]",1
u149,5,0.07224,[],4
u149,5,0.07224,"[('Gordon', 'PERSON')]",1
u15,7,0.16674285714285714,[],3
u15,7,0.16674285714285714,"[('Don Alonso de Bobadilla', 'PERSON')]",1
u15,7,0.16674285714285714,"[('Governors', 'NORP')]",1
u15,7,0.16674285714285714,"[('no more than a week', 'DATE')]",1
u15,7,0.16674285714285714,"[('the West Indies', 'GPE')]",1
u150,14,-0.11148571428571429,[],8
u150,14,-0.11148571428571429,"[('Marg', 'PERSON')]",2
u150,14,-0.11148571428571429,"[('CB.', 'ORG'), ('One', 'CARDINAL'), ('Jack', 'PERSON'), ('CB', 'ORG'), ('Twombley', 'PERSON')]",1
u150,14,-0.11148571428571429,"[('Jack Hewitt', 'PERSON'), ('Town Hall', 'FAC')]",1
u150,14,-0.11148571428571429,"[('Jack', 'PERSON')]",1
u151,26,0.0006269230769230805,[],19
u151,26,0.0006269230769230805,"[('Coffee', 'ORG')]",1
u151,26,0.0006269230769230805,"[('Goddamn', 'PERSON')]",1
u151,26,0.0006269230769230805,"[('Love', 'WORK_OF_ART')]",1
u151,26,0.0006269230769230805,"[('Nah-nah-naw', 'PERSON')]",1
u152,39,0.01772051282051282,[],24
u152,39,0.01772051282051282,"[('Twombley', 'PERSON')]",3
u152,39,0.01772051282051282,"[('Elbourne', 'PERSON')]",2
u152,39,0.01772051282051282,"[('Jack', 'PERSON')]",2
u152,39,0.01772051282051282,"[('Jack Hewitt', 'PERSON')]",1
u153,19,0.04007368421052632,[],16
u153,19,0.04007368421052632,"[('Sox', 'ORG')]",1
u153,19,0.04007368421052632,"[('Sun', 'ORG')]",1
u153,19,0.04007368421052632,"[('ten', 'CARDINAL'), ('another hundred bucks', 'MONEY')]",1
u154,280,-0.008341785714285715,[],171
u154,280,-0.008341785714285715,"[('Twombley', 'PERSON')]",7
u154,280,-0.008341785714285715,"[('Jack', 'PERSON')]",6
u154,280,-0.008341785714285715,"[('Jill', 'PERSON')]",6
u154,280,-0.008341785714285715,"[('Jesus', 'PERSON')]",5
u155,31,0.061793548387096775,[],23
u155,31,0.061793548387096775,"[('Air Force One', 'PRODUCT')]",1
u155,31,0.061793548387096775,"[('Bangladesh', 'GPE')]",1
u155,31,0.061793548387096775,"[('Five thousand', 'CARDINAL'), ('Turkienistan Muslims', 'NORP'), ('Stravanvitch', 'PERSON'), ('15', 'CARDINAL'), ('American', 'NORP')]",1
u155,31,0.061793548387096775,"[('Joey', 'PERSON')]",1
u156,4,0.2144,[],4
u157,4,-0.2248,[],3
u157,4,-0.2248,"[('Avionics', 'ORG'), ('five', 'CARDINAL')]",1
u158,12,0.0365,[],8
u158,12,0.0365,"[('Copy Air Force One', 'ORG')]",1
u158,12,0.0365,"[('Tower', 'PERSON')]",1
u158,12,0.0365,"[('Two', 'CARDINAL'), ('three', 'CARDINAL'), ('Boeing', 'ORG')]",1
u158,12,0.0365,"[('three', 'CARDINAL'), ('six', 'CARDINAL')]",1
u159,4,-0.156225,[],3
u159,4,-0.156225,"[('Jim Marshall', 'PERSON')]",1
u16,118,0.048617796610169496,[],89
u16,118,0.048617796610169496,"[('Utapan', 'GPE')]",2
u16,118,0.048617796610169496,"[('Asia', 'LOC'), ('only two', 'CARDINAL')]",1
u16,118,0.048617796610169496,"[('Asia', 'LOC')]",1
u16,118,0.048617796610169496,"[('Beatrix', 'GPE')]",1
u160,4,0.028800000000000006,"[('Iraqi', 'NORP')]",1
u160,4,0.028800000000000006,"[('sixth', 'ORDINAL'), ('Taylor', 'PERSON')]",1
u160,4,0.028800000000000006,"[('two', 'CARDINAL')]",1
u160,4,0.028800000000000006,[],1
u161,12,-0.07173333333333333,[],8
u161,12,-0.07173333333333333,"[('Greely', 'PERSON'), ('the Middle East', 'LOC')]",1
u161,12,-0.07173333333333333,"[('Iraqi', 'NORP')]",1
u161,12,-0.07173333333333333,"[('Walter', 'PERSON')]",1
u161,12,-0.07173333333333333,"[('four hours', 'TIME'), ('Turkienistan', 'GPE')]",1
u162,17,0.055382352941176466,[],10
u162,17,0.055382352941176466,"[('Air Force One', 'PRODUCT')]",1
u162,17,0.055382352941176466,"[('Nine', 'CARDINAL')]",1
u162,17,0.055382352941176466,"[('Roger', 'PERSON')]",1
u162,17,0.055382352941176466,"[('Syria', 'GPE'), ('Iraq', 'GPE')]",1
u163,4,-0.0781,[],2
u163,4,-0.0781,"[('747', 'PRODUCT')]",1
u163,4,-0.0781,"[('Americans', 'NORP'), ('747', 'PRODUCT')]",1
u164,4,0.09244999999999999,"[('Air Force One', 'PRODUCT'), ('250', 'CARDINAL')]",1
u164,4,0.09244999999999999,"[('Air Force One', 'PRODUCT')]",1
u164,4,0.09244999999999999,"[('Zero', 'CARDINAL'), ('Seven', 'CARDINAL'), ('Four', 'CARDINAL'), ('eighteen thousand feet', 'QUANTITY')]",1
u164,4,0.09244999999999999,[],1
u165,4,0.156225,"[('Air Force One', 'PRODUCT')]",1
u165,4,0.156225,"[('Romeo Tango Zulu', 'ORG'), ('Tower', 'PERSON'), ('Romeo Tango Zulu', 'PERSON'), ('Air Force One', 'PRODUCT'), ('Air Force One', 'PRODUCT')]",1
u165,4,0.156225,"[('Tower', 'PERSON')]",1
u165,4,0.156225,[],1
u166,56,0.008544642857142851,[],41
u166,56,0.008544642857142851,"[('Mitchell', 'PERSON')]",4
u166,56,0.008544642857142851,"[('Americans', 'NORP'), ('the White House', 'ORG')]",1
u166,56,0.008544642857142851,"[('Four', 'CARDINAL')]",1
u166,56,0.008544642857142851,"[('Gibbs', 'GPE')]",1
u167,4,0.050575,[],2
u167,4,0.050575,"[('Twenty minutes', 'TIME')]",1
u167,4,0.050575,"[('chandler', 'PERSON'), ('Lee', 'PERSON')]",1
u168,7,0.03218571428571428,[],4
u168,7,0.03218571428571428,"[(""KH-ll's"", 'ORG'), ('0100 hours', 'TIME'), ('two', 'CARDINAL')]",1
u168,7,0.03218571428571428,"[('Eighteen thousand feet', 'QUANTITY'), ('two hundred', 'CARDINAL')]",1
u168,7,0.03218571428571428,"[('Tomcats', 'NORP')]",1
u169,96,0.014890625000000005,[],73
u169,96,0.014890625000000005,"[('Alice', 'PERSON')]",3
u169,96,0.014890625000000005,"[('Air Force One', 'PRODUCT')]",1
u169,96,0.014890625000000005,"[('America', 'GPE')]",1
u169,96,0.014890625000000005,"[('Caidwell', 'PERSON'), ('a few miles', 'QUANTITY')]",1
u17,10,0.10507,[],8
u17,10,0.10507,"[('St. Christopher', 'GPE')]",1
u17,10,0.10507,"[('the Holy Saints', 'ORG')]",1
u170,10,0.00043999999999999595,[],6
u170,10,0.00043999999999999595,"[('Maria', 'PERSON'), ('Maria Mitchell', 'PERSON')]",1
u170,10,0.00043999999999999595,"[('half', 'CARDINAL')]",1
u170,10,0.00043999999999999595,"[('the Flight Office', 'ORG')]",1
u170,10,0.00043999999999999595,"[('the Mission Communication Center', 'ORG'), ('MCC', 'ORG'), ('earth', 'LOC')]",1
u171,40,-0.014492500000000002,[],33
u171,40,-0.014492500000000002,"[('Jim', 'PERSON')]",3
u171,40,-0.014492500000000002,"[('Alice', 'PERSON')]",1
u171,40,-0.014492500000000002,"[('Bolshoi', 'ORG')]",1
u171,40,-0.014492500000000002,"[('Jim', 'PERSON'), ('dutch', 'NORP'), ('MTV', 'ORG')]",1
u172,4,-0.119175,[],2
u172,4,-0.119175,"[('One', 'CARDINAL')]",1
u172,4,-0.119175,"[('Two', 'CARDINAL')]",1
u173,5,-0.059199999999999996,[],5
u174,19,-0.02432631578947368,[],12
u174,19,-0.02432631578947368,"[(""WE'RE"", 'PERSON')]",1
u174,19,-0.02432631578947368,"[('CBS', 'ORG'), ('four minutes', 'TIME'), ('Russian', 'NORP')]",1
u174,19,-0.02432631578947368,"[('House', 'ORG')]",1
u174,19,-0.02432631578947368,"[('Iraq', 'GPE'), ('Iraq', 'GPE')]",1
u175,6,0.1224,[],4
u175,6,0.1224,"[('White House', 'ORG')]",1
u175,6,0.1224,"[('the white House', 'ORG')]",1
u176,5,0.0,"[('Air Force One', 'PRODUCT')]",1
u176,5,0.0,"[('Romeo Tango Zulu', 'PERSON'), ('One', 'CARDINAL'), ('the Presidential Seal', 'ORG')]",1
u176,5,0.0,"[('Romeo Tango Zulu', 'PERSON')]",1
u176,5,0.0,"[('Romeo Tango', 'PERSON'), ('Tower', 'PERSON')]",1
u176,5,0.0,[],1
u177,16,0.07337500000000001,[],11
u177,16,0.07337500000000001,"[('Congress', 'ORG')]",1
u177,16,0.07337500000000001,"[('Dean', 'PERSON')]",1
u177,16,0.07337500000000001,"[('Lee', 'PERSON'), ('this in 20 minutes', 'TIME')]",1
u177,16,0.07337500000000001,"[('Turkey', 'GPE'), ('the Kitty Hawk', 'ORG')]",1
u178,9,0.06743333333333333,[],7
u178,9,0.06743333333333333,"[('Washington', 'GPE')]",2
u179,8,0.0,[],4
u179,8,0.0,"[('four', 'CARDINAL')]",2
u179,8,0.0,"[('Mary', 'PERSON')]",1
u179,8,0.0,"[('Oveur', 'ORG')]",1
u18,19,0.08808421052631579,[],11
u18,19,0.08808421052631579,"[('Don Sanchez', 'PERSON')]",2
u18,19,0.08808421052631579,"[('Buyl', 'PERSON')]",1
u18,19,0.08808421052631579,"[('Domingo', 'PERSON')]",1
u18,19,0.08808421052631579,"[('Santangel', 'PERSON'), ('Sanchez', 'GPE')]",1
u180,71,0.07906478873239436,"[('Ted', 'PERSON')]",27
u180,71,0.07906478873239436,[],22
u180,71,0.07906478873239436,"[('Simon', 'PERSON')]",9
u180,71,0.07906478873239436,"[('ROK', 'ORG')]",3
u180,71,0.07906478873239436,"[('Captain', 'PERSON')]",1
u181,7,0.1381142857142857,[],5
u181,7,0.1381142857142857,"[('Dad', 'PERSON')]",1
u181,7,0.1381142857142857,"[('Mercury', 'ORG'), ('Dad', 'PERSON')]",1
u182,6,0.021266666666666666,[],6
u183,5,0.50446,[],3
u183,5,0.50446,"[('Jimmy', 'PERSON'), ('Mercury', 'ORG')]",1
u183,5,0.50446,"[('Mercury', 'ORG')]",1
u184,11,0.008045454545454552,[],5
u184,11,0.008045454545454552,"[('Kruger', 'ORG'), ('Sagittarius', 'ORG')]",1
u184,11,0.008045454545454552,"[('McCrosky', 'NORP')]",1
u184,11,0.008045454545454552,"[('Mercury', 'ORG'), ('another month of pre', 'DATE')]",1
u184,11,0.008045454545454552,"[('Washington', 'GPE')]",1
u185,10,0.04876,[],7
u185,10,0.04876,"[('Oveur', 'PERSON')]",2
u185,10,0.04876,"[('Dunn', 'PERSON')]",1
u186,25,0.12437200000000001,[],11
u186,25,0.12437200000000001,"[('Dunn', 'PERSON')]",3
u186,25,0.12437200000000001,"[('Jimmy', 'PERSON')]",2
u186,25,0.12437200000000001,"[('Poached', 'GPE')]",2
u186,25,0.12437200000000001,"[('Roger', 'PERSON')]",2
u187,4,0.29125,[],3
u187,4,0.29125,"[('Barrington', 'PERSON')]",1
u188,5,-0.16632,[],4
u188,5,-0.16632,"[('first', 'ORDINAL'), ('Thursday', 'DATE'), ('March', 'DATE'), (""ten o'clock"", 'TIME')]",1
u189,9,-0.09161111111111112,[],7
u189,9,-0.09161111111111112,"[('Elaine', 'PERSON'), ('tonight', 'TIME')]",1
u189,9,-0.09161111111111112,"[('Elaine', 'PERSON')]",1
u19,25,0.07128,[],17
u19,25,0.07128,"[('Christopher', 'PERSON')]",1
u19,25,0.07128,"[('Diego', 'ORG'), ('Colon', 'PERSON')]",1
u19,25,0.07128,"[('Jew', 'NORP')]",1
u19,25,0.07128,"[('Marchena', 'PERSON')]",1
u190,6,-0.07286666666666668,"[('Elaine', 'PERSON')]",2
u190,6,-0.07286666666666668,"[('Elaine', 'PERSON'), ('Ted', 'PERSON')]",1
u190,6,-0.07286666666666668,"[('Geritol', 'ORG')]",1
u190,6,-0.07286666666666668,"[('Ted', 'PERSON')]",1
u190,6,-0.07286666666666668,"[('last week', 'DATE')]",1
u191,27,0.029544444444444443,[],14
u191,27,0.029544444444444443,"[('Striker', 'PERSON')]",3
u191,27,0.029544444444444443,"[('Elaine Thompson', 'PERSON'), ('Denver', 'GPE'), ('Chicago', 'GPE')]",1
u191,27,0.029544444444444443,"[('Frank', 'PERSON')]",1
u191,27,0.029544444444444443,"[('Mercury', 'ORG')]",1
u192,16,0.097225,[],9
u192,16,0.097225,"[('Mercury', 'ORG')]",2
u192,16,0.097225,"[('Barrington', 'PERSON')]",1
u192,16,0.097225,"[('Institute', 'ORG')]",1
u192,16,0.097225,"[('Love', 'WORK_OF_ART')]",1
u193,68,-0.02863382352941176,[],40
u193,68,-0.02863382352941176,"[('Elaine', 'PERSON')]",9
u193,68,-0.02863382352941176,"[('Joe', 'PERSON')]",3
u193,68,-0.02863382352941176,"[('450 degrees', 'QUANTITY'), ('seconds', 'TIME')]",1
u193,68,-0.02863382352941176,"[('Barrington', 'PERSON')]",1
u194,4,0.27795,"[('Joey', 'PERSON')]",2
